person_id,full_name,gender,highest_degree,degree_field,doctoral_institution_id,prior_position_title,prior_position_institution_id,prior_dean_experience,prior_president_experience,person_birth_year,first_appearance_year
P06805,Micheal Sayler,m,phd,Educational Psychology,US-PURDUE-UNIVERSITY,"Senior associate dean, College of Education, University of North Texas",,,,,2015
P06806,Virginia Roach,f,phd,,,"Dean of the Graduate School of Education, Bank Street College of Education",,TRUE,,,2015
P06807,Terrence Mason,m,phd,Educational Psychology,,,,,,,2015
P06808,Robert J. Spina,m,phd,Health,US-UNIVERSITY-OF-PITTSBURGH,administrator/faculty in higher education (FACSM),,,,,2015
P06809,Don Schillinger,m,phd,Secondary Education (Science),US-UNIVERSITY-OF-MISSISSIPPI,"Interim Dean (2014-2015); previously Associate Dean of Undergraduate Studies, LA Tech COE",,TRUE,,,2015
P06810,James Barta,m,phd,Curriculum and Instruction,US-UNIVERSITY-OF-OREGON,faculty/administrator (Utah State University),,,,,2015
P06811,Michael E. Dantley,m,phd,,US-UNIVERSITY-OF-CINCINNATI,"Interim Dean / faculty, Miami University",,TRUE,,,2015
P06812,Alison Harmon,f,phd,Nutrition,US-PENNSYLVANIA-STATE-UNIVERSITY,Longtime MSU faculty member (nutrition/sustainable food systems),,,,,2015
P06813,Jon Margerum-Leys,m,phd,Education,US-UNIVERSITY-OF-MICHIGAN,"Associate Dean, School of Education and Human Services, Oakland University",,,,,2015
P06814,Carol Ann Gittens,f,phd,Social/Personality Psychology,US-UNIVERSITY-OF-CALIFORNIA-RIVERSIDE,Professor of liberal studies / Associate Dean,,,,,2015
P06815,Daniel L. Schwartz,m,phd,,US-COLUMBIA-UNIVERSITY,Professor of education (learning sciences),,,,,2015
P06816,Patricia M. Alvarez McHatton,f,phd,Curriculum and Instruction,,professor/administrator (UTRGV was formed 2015 from UT-Pan American and UT-Brownsville),,,,,2015
P06817,Arnold Spinner,m,phd,,US-UNIVERSITY-OF-MICHIGAN,GSE faculty/administrator,,,,,2015
P06818,Victoria Groves-Scott,f,phd,,,"Assistant dean, School of Education, Health & Human Behavior, Southern Illinois University Edwardsville",,,,,2015
P06819,Valerie Martin Conley,f,phd,,US-VIRGINIA-TECH,"Director/department chair, Ohio University",,,,,2015
P06820,Van Dempsey,m,phd,,,,,,,,2015
P06821,Pam Grossman,f,phd,Curriculum and Teacher Education,US-STANFORD-UNIVERSITY,"Professor, Stanford Graduate School of Education",,,,,2015
P06822,Mia Tuan,f,phd,Sociology,US-UNIVERSITY-OF-CALIFORNIA-LOS-ANGELES,"Professor and former interim dean, College of Education, University of Oregon",,TRUE,,,2015
P06823,Diana Hess,f,phd,Curriculum and Instruction,US-UNIVERSITY-OF-WASHINGTON,"Senior Vice President, Spencer Foundation; UW-Madison Curriculum & Instruction faculty",,,,,2015
P06824,Lynn C. Minor,f,phd,,,"Department Head, Early Childhood Education",,,,,2015
P06825,"Gregory Kalscheur, S.J.",m,phd,,,"Associate Dean for Faculty and academic affairs, MCAS; Professor of Law and Political Science",,,,,2015
P06826,Ann Cudd,f,phd,Philosophy,US-UNIVERSITY-OF-PITTSBURGH,Vice provost / philosopher (University of Kansas),,,,,2015
P06827,J. Scott Miller,m,phd,East Asian Studies,US-PRINCETON-UNIVERSITY,"Professor of Japanese and comparative literature, BYU",,,,,2015
P06828,James P. Porter,m,phd,Endocrinology,,"Professor of Physiology and Developmental Biology, BYU",,,,,2015
P06829,Valerie Sheares Ashby,f,phd,Chemistry,,"Professor and Chair of Chemistry, University of North Carolina at Chapel Hill",,,,,2015
P06830,James L. Blank,m,phd,,US-INDIANA-UNIVERSITY-BLOOMINGTON,"Professor and chair of biological sciences, Kent State University",,,,,2015
P06831,Melissa Nobles,f,phd,Political Science,US-YALE-UNIVERSITY,"Professor of Political Science, MIT",,,,,2015
P06832,Christopher Makaroff,m,phd,Biochemistry,US-PURDUE-UNIVERSITY,"Professor and chair, Department of Chemistry and Biochemistry",,,,,2015
P06833,Christopher P. Long,m,phd,Philosophy,,"Associate Dean, College of the Liberal Arts, Penn State",,,,,2015
P06834,William L. Ditto,m,phd,Physics,US-CLEMSON-UNIVERSITY,Professor and head of Department of Physics,,,,,2015
P06835,Adrian W. B. Randolph,m,phd,History of Art,US-HARVARD-UNIVERSITY,"Associate Dean of the Faculty for the Arts and Humanities, Dartmouth College",,,,,2015
P06836,Douglas Cavener,m,phd,Molecular and Population Genetics,US-UNIVERSITY-OF-GEORGIA,"Professor and Head of Biology, Penn State",,,,,2015
P06837,David A. Reingold,m,phd,Sociology,US-UNIVERSITY-OF-CHICAGO,"Professor and administrator, Indiana University",,,,,2015
P06838,Curt M. Breneman,m,phd,Chemistry,US-UNIVERSITY-OF-CALIFORNIA-SANTA-BARBARA,"Professor of Chemistry and Chemical Biology, RPI",,,,,2015
P06839,Deborah Tahmassebi,f,phd,Chemistry,US-UNIVERSITY-OF-WASHINGTON,"Associate provost and professor of chemistry, University of San Diego",,,,,2015
P06840,William Stull,m,phd,Economics,US-MASSACHUSETTS-INSTITUTE-OF-TECHNOLOGY,Economics professor at Temple,,,,,2015
P06841,Milagros Pena,f,phd,Sociology,,Dean; later president of Purchase College SUNY,,TRUE,,,2015
P06842,Cynthia Larive,f,phd,Analytical Chemistry,US-UNIVERSITY-OF-CALIFORNIA-RIVERSIDE,,,,,,2015
P06843,Kenneth Petren,m,phd,,US-UNIVERSITY-OF-CALIFORNIA-SAN-DIEGO,"Professor and head of Biological Sciences, University of Cincinnati",,,,,2015
P06844,David Richardson,m,phd,Chemistry,US-STANFORD-UNIVERSITY,Professor of chemistry; UF administrator,,,,,2015
P06845,Dan E. Wells,m,phd,Cell,US-INDIANA-UNIVERSITY-BLOOMINGTON,"Biology and biochemistry professor, UH",,,,,2015
P06846,John Hird,m,phd,Public Policy,US-UNIVERSITY-OF-CALIFORNIA-BERKELEY,"Professor of Political Science and Public Policy, UMass Amherst",,,,,2015
P06847,Valery E. Forbes,f,phd,Coastal Oceanography,US-STONY-BROOK-UNIVERSITY,"Director, School of Biological Sciences, University of Nebraska-Lincoln",,,,,2015
P06848,Lee M. Cohen,m,phd,Psychology,US-OKLAHOMA-STATE-UNIVERSITY,"Professor of Psychology (chair, Texas Tech Psychology)",,,,,2015
P06849,Mary E. Galvin,f,phd,Polymers and Materials Science,US-MASSACHUSETTS-INSTITUTE-OF-TECHNOLOGY,"Professor and chair of chemistry, University of Delaware",,,,,2015
P06850,Morteza G. Khaledi,m,phd,Chemistry,US-UNIVERSITY-OF-FLORIDA,"Professor and department chair of chemistry, North Carolina State University",,,,,2015
P06851,Bruce Novak,m,phd,,US-CALIFORNIA-INSTITUTE-OF-TECHNOLOGY,"Professor of Chemistry, UT Dallas",,,,,2015
P06852,Lauren Benton,f,phd,Anthropology and History,US-JOHNS-HOPKINS-UNIVERSITY,"Dean, NYU College of Arts and Science; Professor of History",,TRUE,,,2015
P06853,Michele Gillespie,f,phd,History,US-PRINCETON-UNIVERSITY,Presidential Endowed Professor of History,,,,,2015
P06854,Maryanne Reed,f,phd,,,"Dean, WVU Reed College of Media",,TRUE,,,2015
P06855,Maura Mast,unknown,,,,Professor of Mathematics,,,,,2015
P06856,Don Steeples,unknown,,,,"Dean A. McGee Distinguished Professor of Applied Geophysics; Deputy Director, Kansas Geological Survey",US-UNIVERSITY-OF-KANSAS,,,,2015
P06857,Hashim Sarkis,unknown,,,,Aga Khan Professor of Landscape Architecture and Urbanism,,,,,2015
P06858,Elizabeth Hudson,unknown,,,,Dean (prior institution/title not fully specified in available sources),,,,,2015
P06859,Pamela R. Matthews,unknown,,,,"Interim Dean, College of Liberal Arts (since July 2014); Associate Dean for Undergraduate Programs; Associate Provost for Undergraduate Studies",US-TEXAS-A-AND-M-UNIVERSITY,,,,2015
P06860,Rick Davis,m,,Dramaturgy,,"Artistic Director, Theater of the First Amendment",US-GEORGE-MASON-UNIVERSITY,,,,2015
P06861,David D. Kurpius,m,phd,Journalism and Mass Communication,US-UNIVERSITY-OF-WISCONSIN-MADISON,"Associate Vice Chancellor of Enrollment Management, Professor of Mass Communication",US-LOUISIANA-STATE-UNIVERSITY,,,,2015
P06862,Gary Mortenson,m,,,,,,,,,2015
P06863,Giulio Ongaro,unknown,,,,,,,,,2015
P06864,Judy Bundra,f,,,,,,,,,2015
P06865,James Shanahan,m,,,,,,,,,2015
P06866,Ana C. Garner,f,,,,,,,,,2015
P06867,Prabu David,unknown,,,,,,,,,2015
P06868,Hester Stinnett,f,,,,,,,,,2015
P06869,Anne Helmreich,f,,,,,,,,,2015
P06870,Richard Kessler,m,,,,,,,,,2015
P06871,Mahesh Daas,unknown,,,,,,,,,2015
P06872,Aaron Dworkin,m,,,,,,,,,2015
P06873,Becky Yust,f,,,,,,,,,2015
P06874,David Bridel,m,,,,,,,,,2015
P06875,Arthur G. Appel,m,phd,Urban Entomology,US-UNIVERSITY-OF-CALIFORNIA-RIVERSIDE,"Professor of Entomology, Auburn University College of Agriculture",,,,,2015
P06876,Janaki R. R. Alavalapati,m,phd,Forest Economics,,"Professor and Department Head of Forest Resources and Environmental Conservation, Virginia Tech College of Natural Resources and Environment",,,,,2015
P06877,George R. Askew Jr.,m,phd,,US-CLEMSON-UNIVERSITY,"Vice President for Public Service and Agriculture, Clemson University (from 2014, succeeding John Kelly); director, Clemson Baruch Institute",,,,,2015
P06878,Shirley Hymon-Parker,f,phd,Education Policy,US-UNIVERSITY-OF-MARYLAND-COLLEGE-PARK,"Faculty member, School of Agriculture and Environmental Sciences, North Carolina A&T State University",,,,,2015
P06879,Lizabeth Self-Mullens,f,phd,,US-UNIVERSITY-OF-TENNESSEE-KNOXVILLE,"Interim Dean of the College of Agriculture and Human Ecology, Tennessee Technological University (earlier: Vice President for Academic Affairs and Provost, Pennsylvania College of Technology)",,TRUE,,,2015
P06880,W. Dale Greene,m,phd,,US-AUBURN-UNIVERSITY,,,,,,2015
P06881,Craig Beyrouty,m,phd,Soil Chemistry,US-PURDUE-UNIVERSITY,"Dean of the College of Agricultural Sciences, Colorado State University",,TRUE,,,2015
P06882,M. Ray McKinnie,m,phd,,US-NORTH-CAROLINA-STATE-UNIVERSITY,"Assistant administrator of Extension programs, College of Agriculture, Virginia State University (arrived July 2015); previously a career in North Carolina Cooperative Extension",,,,,2015
P06883,Gloria Meredith,f,phd,Neuroscience,US-GEORGETOWN-UNIVERSITY,,,,,,2015
P06884,Michael L. Adams,m,phd,Medicinal Chemistry,US-UNIVERSITY-OF-WASHINGTON,"Faculty/administrator, Campbell University CPHS; Campbell School of Pharmacy alumnus (1996)",,,,,2015
P06885,George E. MacKinnon III,m,phd,Educational Leadership and Policy Studies,,,,,,,2015
P06886,John E. Murphy,m,phd,,,Professor of pharmacy practice and science,,,,,2015
P06887,Keith Olsen,m,phd,,,,,,,,2015
P06888,Carolyn Ma,f,phd,,,chair of Department of Pharmacy Practice; founding faculty (2007),,,,,2015
P06889,Kelly M. Smith,f,phd,,,,,,,,2015
P06890,Glen L. Stimmel,m,phd,,,"Professor of Clinical Pharmacy and Psychiatry, USC",,,,,2015
P06891,Jose O. Rivera,m,phd,,,"Director, UTEP-UT Austin Cooperative Pharmacy Program; Professor of Clinical Pharmacy",,,,,2015
P06892,Mary Stamatakis,f,phd,,,"associate dean, WVU School of Pharmacy",,,,,2015
P06893,Lorin D. Warnick,m,phd,,,Associate Dean for Veterinary Education (from 2007) and Director of the Cornell University Hospital for Animals (from 2012),,TRUE,,,2015
P06894,Tammy R. Beckham,f,phd,,,,,,,,2015
P06895,Rustin M. Moore,m,phd,,,Executive Director of the Veterinary Medical Center and Associate Executive Dean of the college,,TRUE,,,2015
P06896,Graham L. Hammill,m,phd,,US-DUKE-UNIVERSITY,"Chair, Department of English, University at Buffalo",,,,,2015
P06897,Fiona M. Doyle,f,,,,Professor of Materials Science & Engineering; Associate Dean,,,,,2015
P06898,David Engelke,m,,,,"Professor and administrator, University of Michigan (Biological Chemistry)",,,,,2015
P06899,Scott Pratt,m,,,,"Professor of Philosophy / Associate Dean, College of Arts and Sciences",,,,,2015
P06900,Deborah Merrill-Sands,f,phd,Economic Anthropology,US-CORNELL-UNIVERSITY,Dean,,TRUE,,,2015
P06901,Jose Aldrich,m,,Unknown,,"Vice Dean of Administration (appointed Nov 28, 2013)",US-FLORIDA-INTERNATIONAL-UNIVERSITY,,,,2015
P06902,Kevin Gwinner,m,phd,Marketing,US-ARIZONA-STATE-UNIVERSITY,Professor and Head of Department of Marketing; Jon Wefald Chair,US-KANSAS-STATE-UNIVERSITY,,,,2015
P06903,Beth Walker,f,phd,Marketing,US-PENNSYLVANIA-STATE-UNIVERSITY,Department Chair of Marketing; Associate Dean MBA,,,,,2015
P06904,Matthew J. Slaughter,m,phd,Economics,US-MASSACHUSETTS-INSTITUTE-OF-TECHNOLOGY,Associate Dean for Faculty; Earl C. Daum Professor of International Business,,,,,2015
P06905,Kathleen A. Getz,f,phd,Business Environment and Public Policy,US-UNIVERSITY-OF-PITTSBURGH,Dean,,TRUE,,,2015
P06906,Paul E. Tesluk,m,phd,Industrial/Organizational Psychology,US-PENNSYLVANIA-STATE-UNIVERSITY,"Donald S. Carmichael Professor of Organizational Behavior, Chair Dept OHR",,TRUE,,,2015
P06907,J. Brian Gray,m,phd,Mathematical Sciences,US-CLEMSON-UNIVERSITY,"Associate Dean, Manderson Graduate School of Business; Professor of Statistics",,,,,2015
P06908,Matthew A. Waller,m,phd,Business,US-PENNSYLVANIA-STATE-UNIVERSITY,"Chair, Dept of Supply Chain Management & Assoc Dean Exec Ed",,,,,2015
P06909,Stephen P. Ferris,m,phd,Finance,US-UNIVERSITY-OF-PITTSBURGH,Senior Associate Dean for Graduate Studies & Research,,,,,2015
P06910,Scott C. Beardsley,m,,Not found,,Senior Partner,,,,,2015
P06911,Laura Starks,f,phd,finance,US-UNIVERSITY-OF-TEXAS-AUSTIN,Associate Dean for Research,,,,,2015
P06912,James Terborg,m,,Industrial/Organizational Psychology,US-PURDUE-UNIVERSITY,Senior Associate Dean for Faculty Affairs / Professor of Management,,,,,2015
P06913,Maling Ebrahimpour,m,phd,Business Administration,US-UNIVERSITY-OF-NEBRASKA-LINCOLN,Dean,,TRUE,,,2015
P06914,Ronald D. Liebowitz,m,phd,Geography,US-COLUMBIA-UNIVERSITY,"President, Middlebury College",,,,,2016
P06915,Richard B. Myers,m,phd,,,Chairman of the Joint Chiefs of Staff (retired US Air Force General),,,,,2016
P06916,John Opperman,m,phd,,US-UNIVERSITY-OF-TEXAS-AUSTIN,"Senior administrator, Texas Tech University System",,,,,2016
P06917,Dorothy Horrell,f,phd,Educational Administration,US-COLORADO-STATE-UNIVERSITY,CU Foundation president,,,,,2016
P06918,Jeffrey Vitter,m,phd,Computer Science,US-STANFORD-UNIVERSITY,"Provost, University of Kansas",,,,,2016
P06919,Ronnie D. Green,m,phd,Animal Breeding and Genetics,US-UNIVERSITY-OF-NEBRASKA-LINCOLN,"Vice chancellor, Institute of Agriculture and Natural Resources, UNL",,,,,2016
P06920,Ed Schafer,m,phd,,,Governor of North Dakota; U.S. Secretary of Agriculture,,,,,2016
P06921,Mark R. Kennedy,m,phd,,,U.S. Congressman (Minnesota); business dean,,TRUE,,,2016
P06922,Lynita Cooksey,f,phd,,,Provost and Vice Chancellor for Academic Affairs and Research,US-ARKANSAS-STATE-UNIVERSITY,TRUE,,,2016
P06923,Doug Whitlock,m,phd,,,President Emeritus (retired),US-EASTERN-KENTUCKY-UNIVERSITY,TRUE,,,2016
P06924,Terry S. King,m,phd,,,Provost and Executive Vice President for Academic Affairs,,TRUE,,,2016
P06925,Ken Gormley,m,phd,,,"Dean, Thomas R. Kline School of Law",US-DUQUESNE-UNIVERSITY,TRUE,,,2016
P06926,Ray M. Keck III,m,phd,,US-PRINCETON-UNIVERSITY,President,,TRUE,,,2016
P06927,James M. Smith,m,phd,,,President,,TRUE,,,2016
P06928,T. Dwayne McCay,m,phd,,,Executive Vice President and Chief Operating Officer,US-FLORIDA-INSTITUTE-OF-TECHNOLOGY,TRUE,,,2016
P06929,Jaimie L. Hebert,m,phd,,,Provost and Vice President for Academic Affairs,US-SAM-HOUSTON-STATE-UNIVERSITY,TRUE,,,2016
P06930,Rod Paige,m,phd,,,"Chairman, Chartwell Education Group; former U.S. Secretary of Education",,,,,2016
P06931,Sam Olens,m,phd,,,Attorney General of the State of Georgia (2010-2016),,,,,2016
P06932,James E. Clark,m,phd,,,Retired corporate executive; member of the SC State Board of Trustees immediately prior,,,,,2016
P06933,Joe Bertolino,m,phd,,,President,,TRUE,,,2016
P06934,Danielle Laraque-Arena,f,phd,,,"Chair of Pediatrics, Maimonides Medical Center (VP, Maimonides Infants and Children's Hospital of Brooklyn)",,,,,2016
P06935,Austin A. Lane,m,phd,,,Executive Vice Chancellor (system-level administrator),,TRUE,,,2016
P06936,Vincent G. Boudreau,m,phd,,,"Dean, Colin Powell School for Civic and Global Leadership",,TRUE,,,2016
P06937,Richard P. Lifton,m,phd,,,Sterling Professor and Chair of the Department of Genetics,,,,,2016
P06938,Matthew J. Wilson,m,phd,,,"Dean, School of Law",US-UNIVERSITY-OF-AKRON,TRUE,,,2016
P06939,Dana L. Thomas,m,phd,,,Vice Provost,US-UNIVERSITY-OF-ALASKA-FAIRBANKS,,,,2016
P06940,Zulma Toro,f,phd,,,Executive Vice Chancellor for Academic Affairs and Provost,,TRUE,,,2016
P06941,Andrew Rogerson,m,phd,,,Provost and Vice President for Academic Affairs,,TRUE,,,2016
P06942,Peyton Randolph Helm,m,phd,,US-UNIVERSITY-OF-PENNSYLVANIA,President (Emeritus),,TRUE,,,2016
P06943,John W. Nicklow,m,phd,,,Provost and Vice President for Academic Affairs,US-UNIVERSITY-OF-NEW-ORLEANS,TRUE,,,2016
P06944,Carmen Haydée Rivera Vega,f,phd,,,Professor,US-UNIVERSITY-OF-PUERTO-RICO-RIO-PIEDRAS,,,,2016
P06945,Gerard P. Clancy,m,phd,,,Vice President of Health Affairs and Dean of Oxley College of Health Sciences,,TRUE,,,2016
P06946,Makola M. Abdullah,m,phd,,,Provost and Senior Vice President / Chief Academic Officer,,TRUE,,,2016
P06947,Christopher M. Fiorentino,m,phd,,US-TEMPLE-UNIVERSITY,"Dean, College of Business and Public Affairs",US-WEST-CHESTER-UNIVERSITY-OF-PENNSYLVANIA,TRUE,,,2016
P06948,Leon C. Wilson,m,phd,,US-UNIVERSITY-OF-MICHIGAN,Provost and Vice President for Academic Affairs,,TRUE,,,2016
P06949,Andrea Luxton,f,phd,,,Provost,US-ANDREWS-UNIVERSITY,,,,2016
P06950,Doris A. Tegart,f,phd,,,Executive Vice President,US-BELLARMINE-UNIVERSITY,TRUE,,,2016
P06951,Hamid Shirvani,m,phd,,,President (prior roles included California State University Stanislaus and New Haven University),,TRUE,,,2016
P06952,Judie Wexler,f,phd,,,Academic Vice President and Professor of Sociology,,TRUE,,,2016
P06953,Richard (Dick) Senese,m,phd,,,"Vice President of Academic Affairs and Chief Academic Officer (previously Associate Dean, Harold Abel School of Psychology)",US-CAPELLA-UNIVERSITY,TRUE,,,2016
P06954,"David L. Finegold, DPhil",m,phd,,,"Dean, School of Management and Labor Relations (and former Senior VP)",US-RUTGERS-UNIVERSITY,TRUE,,,2016
P06955,Randy Frisch,m,phd,,,Vice Chancellor of Business and Administration,,TRUE,,,2016
P06956,William J. Mariani,m,phd,,,"Vice President (joined D'Youville 2007 as associate professor of business, promoted to VP 2009)",,TRUE,,,2016
P06957,Adam C. Wright,m,phd,,,"Vice President and Dean, Cook School of Leadership (previously Vice President for Advancement)",US-DALLAS-BAPTIST-UNIVERSITY,TRUE,,,2016
P06958,Robert E. Gustafson Jr.,m,phd,,,Head of School (secondary education),,,,,2016
P06959,Lynn M. Babington,f,phd,,,Provost and Senior Vice President for Academic Affairs (internal),US-FAIRFIELD-UNIVERSITY,TRUE,,,2016
P06960,"Roberta ""Bobbi"" Cordano",f,phd,,,Vice President of Programs,,TRUE,,,2016
P06961,Eric Bruntmyer,m,phd,,,Vice President for Financial Affairs and Chief Financial Officer,US-DALLAS-BAPTIST-UNIVERSITY,TRUE,,,2016
P06962,Jeff A. Weiss,m,phd,,,Co-Founder,,,,,2016
P06963,H. James Williams,m,phd,,US-UNIVERSITY-OF-GEORGIA,President,,TRUE,,,2016
P06964,Brian O. Hemphill,m,phd,,US-UNIVERSITY-OF-IOWA,Vice President for Student Affairs and Enrollment Management,US-NORTHERN-ILLINOIS-UNIVERSITY,TRUE,,,2016
P06965,Christopher B. Howard,m,phd,,,President,,TRUE,,,2016
P06966,Randall G. Pembrook,m,phd,,,VP for Academic Affairs,,,,,2016
P06967,"ReBecca ""Becky"" Koenig Roloff",f,phd,,,President and CEO,,TRUE,,,2016
P06968,Marisa Kelly,f,phd,,,Provost,US-SUFFOLK-UNIVERSITY,,,,2016
P06969,Colette McCarrick Geary,f,phd,,,Senior Vice President for Strategic Initiatives (earlier VP for Student Services),,TRUE,,,2016
P06970,Craig Swenson,m,phd,,US-WALDEN-UNIVERSITY,"President, University of Phoenix (and prior roles at other adult-serving universities)",,TRUE,,,2016
P06971,Kelley Erstine,m,phd,,,Chief of Staff,US-UNIVERSITY-OF-CENTRAL-ARKANSAS,,,,2016
P06972,Burton J. Webb,m,phd,,,Vice President for Academic Affairs,,TRUE,,,2016
P06973,Denise Doyle,f,phd,,,Provost/Chancellor,,TRUE,,,2016
P06974,Paul Katz,m,phd,,,Founding Dean,,TRUE,,,2016
P06975,Kelli R. Brown,f,phd,,,Provost,,,,,2016
P06976,Julie E. Wollman,f,phd,,,President,,TRUE,,,2016
P06977,L. Gregory Jones,m,phd,Theology,US-DUKE-UNIVERSITY,"Senior strategist, Fuqua-Coach K Center on Leadership and Ethics, and former dean of Duke Divinity School, Duke University",,TRUE,,,2016
